customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,segment
748,316,2,134649.4725,3,2,3,8,Needs Attention
749,1231,1,140809.14,1,1,3,5,Lost Customers
750,236,2,94993.478,3,2,2,7,Needs Attention
751,1180,1,42479.28,1,1,1,3,Lost Customers
753,1142,1,149707.517,1,1,3,5,Lost Customers
756,270,4,167352.4565,3,4,3,10,Loyal Customers
759,729,2,80217.13100000001,2,2,2,6,Lost Customers
760,152,3,254544.337,4,3,4,11,Potential Loyalists
761,187,6,427954.268,4,5,5,14,Champions
762,555,1,6703.066999999999,2,1,1,4,Lost Customers
763,1192,1,61447.266,1,1,2,4,Lost Customers
765,427,5,238175.62949999998,3,4,4,11,Loyal Customers
766,43,7,664806.246,5,5,5,15,Champions
767,674,1,34302.69,2,1,1,4,Lost Customers
770,501,2,96141.148,2,2,2,6,Lost Customers
772,311,1,100428.06,3,1,2,6,Needs Attention
773,470,1,21357.2785,2,1,1,4,Lost Customers
774,19,3,156756.442,5,3,3,11,Potential Loyalists
775,254,4,293416.272,3,4,4,11,Loyal Customers
776,144,2,112607.455,4,2,3,9,New Customers
777,532,1,42662.235,2,1,1,4,Lost Customers
778,550,2,73896.854,2,2,2,6,Lost Customers
779,111,5,344939.482,4,4,5,13,Champions
780,562,3,183180.23249999998,2,3,4,9,At Risk
782,761,1,176682.2,2,1,3,6,Lost Customers
783,201,6,487976.619,4,5,5,14,Champions
784,152,1,148078.26,4,1,3,8,New Customers
786,659,1,94239.33499999999,2,1,2,5,Lost Customers
788,1075,1,43446.299999999996,1,1,1,3,Lost Customers
789,482,2,183788.69,2,2,4,8,Lost Customers
790,68,3,152022.763,5,3,3,11,Potential Loyalists
792,710,1,70155.0,2,1,2,5,Lost Customers
794,472,2,264755.822,2,2,4,8,Lost Customers
796,84,5,481182.508,5,4,5,14,Champions
797,572,2,152384.908,2,2,3,7,Lost Customers
799,1334,1,33941.0,1,1,1,3,Lost Customers
800,53,23,1288322.484,5,5,5,15,Champions
802,317,1,25471.19,3,1,1,5,Needs Attention
804,1167,1,13831.74,1,1,1,3,Lost Customers
805,1299,1,217465.72,1,1,4,6,Lost Customers
806,910,1,56753.28,1,1,2,4,Lost Customers
807,469,3,342811.321,2,3,5,10,At Risk
808,487,1,35909.61,2,1,1,4,Lost Customers
809,105,2,79798.95,4,2,2,8,New Customers
810,945,3,364125.6235,1,3,5,9,At Risk
811,1116,1,24661.679,1,1,1,3,Lost Customers
812,1243,1,152391.39,1,1,3,5,Lost Customers
815,56,4,311818.2735,5,4,4,13,Champions
819,148,10,771292.712,4,5,5,14,Champions
820,5,5,213788.52550000002,5,4,4,13,Champions
821,588,1,28550.853,2,1,1,4,Lost Customers
822,143,4,138005.307,4,4,3,11,Loyal Customers
826,502,4,156961.477,2,4,3,9,Loyal Customers
827,573,1,35041.275,2,1,1,4,Lost Customers
828,39,10,601420.8545,5,5,5,15,Champions
830,483,3,98009.911,2,3,2,7,At Risk
831,9,4,144215.577,5,4,3,12,Loyal Customers
838,947,2,126283.425,1,2,3,6,Lost Customers
839,186,7,291332.5825,4,5,4,13,Champions
841,183,11,767286.943,4,5,5,14,Champions
842,925,2,163556.023,1,2,3,6,Lost Customers
843,306,4,245296.1255,3,4,4,11,Loyal Customers
846,8,7,353458.002,5,5,5,15,Champions
847,483,1,94293.26000000001,2,1,2,5,Lost Customers
848,48,3,165885.54200000002,5,3,3,11,Potential Loyalists
850,107,2,103176.87,4,2,2,8,New Customers
851,1114,1,100433.781,1,1,2,4,Lost Customers
852,51,6,319044.767,5,5,5,15,Champions
854,183,2,51110.572499999995,4,2,2,8,New Customers
855,206,3,101790.74,4,3,2,9,Potential Loyalists
857,309,1,150003.444,3,1,3,7,Needs Attention
858,1104,1,17039.4,1,1,1,3,Lost Customers
859,1150,1,29443.21,1,1,1,3,Lost Customers
862,865,3,164728.63749999998,1,3,3,7,At Risk
863,400,1,62827.64,3,1,2,6,Needs Attention
865,807,2,84870.766,1,2,2,5,Lost Customers
866,109,1,78800.4375,4,1,2,7,New Customers
867,41,2,59925.0075,5,2,2,9,New Customers
868,90,20,1431473.7015,4,5,5,14,Champions
869,105,1,72387.20999999999,4,1,2,7,New Customers
870,45,7,388495.6425,5,5,5,15,Champions
872,76,3,206407.524,5,3,4,12,Potential Loyalists
873,235,2,162601.96500000003,3,2,3,8,Needs Attention
874,1309,1,30752.625,1,1,1,3,Lost Customers
876,9,2,161304.9375,5,2,3,10,New Customers
877,551,2,237050.895,2,2,4,8,Lost Customers
878,735,2,174179.24,2,2,3,7,Lost Customers
879,310,4,226479.225,3,4,4,11,Loyal Customers
880,561,4,258325.5485,2,4,4,10,Loyal Customers
881,552,1,85649.74,2,1,2,5,Lost Customers
882,5,2,121045.37550000001,5,2,3,10,New Customers
883,375,1,137107.85,3,1,3,7,Needs Attention
884,606,2,136330.28,2,2,3,7,Lost Customers
886,7,34,1817597.505,5,5,5,15,Champions
887,1077,1,3670.664,1,1,1,3,Lost Customers
889,124,9,561591.9885,4,5,5,14,Champions
893,1051,1,78392.196,1,1,2,4,Lost Customers
894,604,2,68127.542,2,2,2,6,Lost Customers
896,1228,1,61591.914000000004,1,1,2,4,Lost Customers
897,415,5,164384.162,3,4,3,10,Loyal Customers
898,861,2,94585.3,1,2,2,5,Lost Customers
899,64,8,550429.485,5,5,5,15,Champions
901,749,1,17092.38,2,1,1,4,Lost Customers
903,148,4,446126.23,4,4,5,13,Champions
905,365,5,154782.1855,3,4,3,10,Loyal Customers
906,508,3,133321.761,2,3,3,8,At Risk
908,34,3,289235.62,5,3,4,12,Potential Loyalists
910,324,2,196640.83000000002,3,2,4,9,Needs Attention
911,96,8,371492.6175,4,5,5,14,Champions
915,78,6,334318.0065,5,5,5,15,Champions
918,30,6,352399.4545,5,5,5,15,Champions
920,874,2,86515.525,1,2,2,5,Lost Customers
921,1302,1,105867.0,1,1,3,5,Lost Customers
924,1202,1,19037.182999999997,1,1,1,3,Lost Customers
926,313,3,139120.2,3,3,3,9,Potential Loyalists
927,62,9,803393.1695,5,5,5,15,Champions
928,306,4,290866.82649999997,3,4,4,11,Loyal Customers
930,1337,1,207372.87,1,1,4,6,Lost Customers
932,960,2,113926.2965,1,2,3,6,Lost Customers
933,209,5,277369.95,4,4,4,12,Champions
935,5,10,578788.164,5,5,5,15,Champions
936,66,2,46677.2,5,2,1,8,New Customers
937,670,2,55420.795999999995,2,2,2,6,Lost Customers
938,871,2,127614.1875,1,2,3,6,Lost Customers
939,76,11,714467.7065,5,5,5,15,Champions
944,75,3,241543.5135,5,3,4,12,Potential Loyalists
945,1339,1,74408.68549999999,1,1,2,4,Lost Customers
946,562,2,112185.014,2,2,3,7,Lost Customers
948,952,1,153359.02999999997,1,1,3,5,Lost Customers
949,6,8,667962.4,5,5,5,15,Champions
950,637,1,24317.378,2,1,1,4,Lost Customers
951,530,1,45196.26,2,1,1,4,Lost Customers
952,4,5,332854.571,5,4,5,14,Champions
953,784,1,6570.18,1,1,1,3,Lost Customers
956,896,6,545454.161,1,5,5,11,Loyal Customers
957,47,14,844654.6115,5,5,5,15,Champions
958,338,2,136136.05,3,2,3,8,Needs Attention
959,821,1,74511.03,1,1,2,4,Lost Customers
960,848,1,81473.97,1,1,2,4,Lost Customers
963,61,1,14070.262499999999,5,1,1,7,New Customers
964,60,8,462237.96249999997,5,5,5,15,Champions
966,541,3,124594.83399999999,2,3,3,8,At Risk
967,1174,1,10666.619,1,1,1,3,Lost Customers
968,2,4,275359.708,5,4,4,13,Champions
969,404,3,127331.039,3,3,3,9,Potential Loyalists
970,23,3,178528.02899999998,5,3,4,12,Potential Loyalists
971,301,2,28611.350000000002,3,2,1,6,Needs Attention
972,151,2,242449.71000000002,4,2,4,10,New Customers
973,804,1,23438.17,1,1,1,3,Lost Customers
974,107,20,923694.6105,4,5,5,14,Champions
975,225,5,302869.003,3,4,4,11,Loyal Customers
976,8,2,115994.4115,5,2,3,10,New Customers
977,110,6,231958.235,4,5,4,13,Champions
978,800,1,102658.80600000001,1,1,2,4,Lost Customers
980,37,2,6912.5195,5,2,1,8,New Customers
981,717,1,36881.594999999994,2,1,1,4,Lost Customers
982,107,9,450736.082,4,5,5,14,Champions
983,618,1,19604.82,2,1,1,4,Lost Customers
985,384,5,188048.865,3,4,4,11,Loyal Customers
987,524,3,180186.636,2,3,4,9,At Risk
988,264,3,141188.69,3,3,3,9,Potential Loyalists
991,82,3,139028.253,5,3,3,11,Potential Loyalists
993,357,1,10944.18,3,1,1,5,Needs Attention
994,106,17,879518.7325,4,5,5,14,Champions
995,77,2,107935.30799999999,5,2,3,10,New Customers
996,770,1,46315.969999999994,1,1,1,3,Lost Customers
998,691,1,77735.91,2,1,2,5,Lost Customers
999,274,3,185768.043,3,3,4,10,Potential Loyalists
1000,10,3,199463.5425,5,3,4,12,Potential Loyalists
1001,819,1,15952.462500000001,1,1,1,3,Lost Customers
1002,293,3,188231.052,3,3,4,10,Potential Loyalists
1006,226,1,43922.096000000005,3,1,1,5,Needs Attention
1007,62,5,395846.335,5,4,5,14,Champions
1008,8,12,472399.28500000003,5,5,5,15,Champions
1009,1261,1,30679.42,1,1,1,3,Lost Customers
1010,150,5,294409.7195,4,4,4,12,Champions
1011,885,4,121389.639,1,4,3,8,Loyal Customers
1012,87,7,300828.359,5,5,4,14,Champions
1013,91,2,194000.1,4,2,4,10,New Customers
1014,1054,1,90010.79000000001,1,1,2,4,Lost Customers
1015,781,1,31995.984000000004,1,1,1,3,Lost Customers
1016,300,3,139819.17799999999,3,3,3,9,Potential Loyalists
1018,179,2,111808.01100000001,4,2,3,9,New Customers
1019,36,1,19359.7745,5,1,1,7,New Customers
1020,477,1,63350.05,2,1,2,5,Lost Customers
1021,1260,2,88040.887,1,2,2,5,Lost Customers
1022,78,6,764703.4455,5,5,5,15,Champions
1024,77,4,321239.6285,5,4,5,14,Champions
1026,17,4,369755.576,5,4,5,14,Champions
1029,90,3,219697.724,4,3,4,11,Potential Loyalists
1030,6,3,202444.3165,5,3,4,12,Potential Loyalists
1031,408,1,24119.910000000003,3,1,1,5,Needs Attention
1032,70,2,157853.061,5,2,3,10,New Customers
1033,62,3,260181.2935,5,3,4,12,Potential Loyalists
1034,243,1,161515.15999999997,3,1,3,7,Needs Attention
1035,91,1,8273.3135,4,1,1,6,New Customers
1036,197,2,115882.846,4,2,3,9,New Customers
1037,107,1,21090.112,4,1,1,6,New Customers
1038,239,2,145833.0875,3,2,3,8,Needs Attention
1039,212,4,230370.312,4,4,4,12,Champions
1040,480,1,93837.15,2,1,2,5,Lost Customers
1041,119,2,108478.556,4,2,3,9,New Customers
1042,175,2,153819.586,4,2,3,9,New Customers
1043,641,5,295178.2375,2,4,4,10,Loyal Customers
1044,240,1,86803.03899999999,3,1,2,6,Needs Attention
1045,187,1,133045.58000000002,4,1,3,8,New Customers
1046,168,2,107500.7825,4,2,3,9,New Customers
1047,1225,1,20544.609999999997,1,1,1,3,Lost Customers
1050,367,1,138877.479,3,1,3,7,Needs Attention
1051,449,1,31500.522,2,1,1,4,Lost Customers
1052,241,6,305171.5355,3,5,4,12,Loyal Customers
1053,65,7,300222.592,5,5,4,14,Champions
1054,1161,1,25667.12,1,1,1,3,Lost Customers
1056,912,1,30526.53,1,1,1,3,Lost Customers
1057,986,1,31260.84,1,1,1,3,Lost Customers
1058,475,1,216883.84100000001,2,1,4,7,Lost Customers
1059,497,1,79331.34999999999,2,1,2,5,Lost Customers
1060,410,1,120755.658,3,1,3,7,Needs Attention
1062,7,17,846842.9105,5,5,5,15,Champions
1064,153,7,381155.109,4,5,5,14,Champions
1065,201,11,426396.212,4,5,5,14,Champions
1066,979,3,395727.51900000003,1,3,5,9,At Risk
1067,8,4,162186.039,5,4,3,12,Loyal Customers
1068,101,3,98540.57,4,3,2,9,Potential Loyalists
1069,376,2,93236.7075,3,2,2,7,Needs Attention
1070,254,1,32331.989999999998,3,1,1,5,Needs Attention
1071,8,1,14827.383,5,1,1,7,New Customers
1072,1077,1,97722.643,1,1,2,4,Lost Customers
1073,239,3,108908.074,3,3,3,9,Potential Loyalists
1074,67,3,260441.587,5,3,4,12,Potential Loyalists
1075,382,1,25284.62,3,1,1,5,Needs Attention
1076,1337,1,19168.2355,1,1,1,3,Lost Customers
1079,43,2,150119.55,5,2,3,10,New Customers
1081,265,1,35218.47,3,1,1,5,Needs Attention
1082,1152,1,209138.91749999998,1,1,4,6,Lost Customers
1083,435,1,34924.103,2,1,1,4,Lost Customers
1084,1124,1,37955.99999999999,1,1,1,3,Lost Customers
1085,475,1,59794.047999999995,2,1,2,5,Lost Customers
1086,5,6,365972.334,5,5,5,15,Champions
1088,1154,1,95030.83,1,1,2,4,Lost Customers
1090,1297,1,20583.756,1,1,1,3,Lost Customers
1091,62,3,294390.1295,5,3,4,12,Potential Loyalists
1092,374,3,193235.989,3,3,4,10,Potential Loyalists
1093,40,46,2535069.961,5,5,5,15,Champions
1094,908,1,43827.543999999994,1,1,1,3,Lost Customers
1095,875,1,55376.2,1,1,2,4,Lost Customers
1096,203,2,256775.072,4,2,4,10,New Customers
1098,131,3,198567.24,4,3,4,11,Potential Loyalists
1100,348,2,19135.212,3,2,1,6,Needs Attention
1102,630,3,96501.591,2,3,2,7,At Risk
1103,672,3,254907.005,2,3,4,9,At Risk
1107,53,13,827888.693,5,5,5,15,Champions
1108,219,2,149236.75,3,2,3,8,Needs Attention
1111,427,1,59224.311,3,1,2,6,Needs Attention
1112,6,5,423272.369,5,4,5,14,Champions
1113,337,4,128923.8775,3,4,3,10,Loyal Customers
1115,486,1,148357.84999999998,2,1,3,6,Lost Customers
1116,126,2,175162.731,4,2,3,9,New Customers
1120,82,10,685756.056,5,5,5,15,Champions
1121,311,3,165562.59100000001,3,3,3,9,Potential Loyalists
1122,498,1,9247.710000000001,2,1,1,4,Lost Customers
1123,143,1,71226.88,4,1,2,7,New Customers
1124,36,1,5935.142,5,1,1,7,New Customers
1125,42,10,842003.9885,5,5,5,15,Champions
1126,305,4,211819.295,3,4,4,11,Loyal Customers
1127,968,2,98284.8735,1,2,2,5,Lost Customers
1128,1053,3,300999.798,1,3,4,8,At Risk
1129,29,2,61566.38650000001,5,2,2,9,New Customers
1130,147,2,156484.34000000003,4,2,3,9,New Customers
1132,1190,1,107360.97000000002,1,1,3,5,Lost Customers
1133,254,1,18513.216,3,1,1,5,Needs Attention
1135,155,5,366908.80449999997,4,4,5,13,Champions
1136,393,2,78975.646,3,2,2,7,Needs Attention
1137,1129,1,51526.832,1,1,2,4,Lost Customers
1138,135,3,100099.758,4,3,2,9,Potential Loyalists
1139,151,2,157655.93,4,2,3,9,New Customers
1141,1,3,123578.0575,5,3,3,11,Potential Loyalists
1142,368,4,246365.4785,3,4,4,11,Loyal Customers
1143,319,1,111172.57,3,1,3,7,Needs Attention
1146,77,1,24006.632999999998,5,1,1,7,New Customers
1148,545,3,229302.87,2,3,4,9,At Risk
1151,393,1,13882.284,3,1,1,5,Needs Attention
1152,14,20,1015268.392,5,5,5,15,Champions
1154,796,2,156518.472,1,2,3,6,Lost Customers
1155,851,1,66959.6325,1,1,2,4,Lost Customers
1157,967,1,40683.952000000005,1,1,1,3,Lost Customers
1158,62,1,36489.105,5,1,1,7,New Customers
1159,934,1,27605.9,1,1,1,3,Lost Customers
1160,326,3,365780.923,3,3,5,11,Potential Loyalists
1161,309,2,143164.4355,3,2,3,8,Needs Attention
1163,3,11,703242.709,5,5,5,15,Champions
1165,127,4,386450.24700000003,4,4,5,13,Champions
1166,51,4,226939.6635,5,4,4,13,Champions
1167,175,2,229957.7725,4,2,4,10,New Customers
1168,62,3,283106.946,5,3,4,12,Potential Loyalists
1169,239,1,57636.296,3,1,2,6,Needs Attention
1171,1327,1,103153.08450000003,1,1,2,4,Lost Customers
1172,266,6,360751.40150000004,3,5,5,13,Loyal Customers
1173,1241,1,7289.0985,1,1,1,3,Lost Customers
1175,179,11,575055.2735,4,5,5,14,Champions
1176,93,1,25413.54,4,1,1,6,New Customers
1177,648,1,72282.25,2,1,2,5,Lost Customers
1178,324,3,149221.508,3,3,3,9,Potential Loyalists
1179,475,1,14183.377499999999,2,1,1,4,Lost Customers
1180,750,1,26460.602,2,1,1,4,Lost Customers
1181,95,3,135085.6175,4,3,3,10,Potential Loyalists
1182,193,23,1207166.2075,4,5,5,14,Champions
1183,66,14,836387.1935,5,5,5,15,Champions
1184,168,6,374939.528,4,5,5,14,Champions
1185,47,7,545784.836,5,5,5,15,Champions
1186,676,2,38360.478,2,2,1,5,Lost Customers
1187,33,2,30281.949999999997,5,2,1,8,New Customers
1188,492,3,266373.0145,2,3,4,9,At Risk
1190,98,13,808112.827,4,5,5,14,Champions
1191,271,3,147088.867,3,3,3,9,Potential Loyalists
1192,311,5,217153.57,3,4,4,11,Loyal Customers
1194,118,7,365386.0085,4,5,5,14,Champions
1195,1261,1,116427.63949999999,1,1,3,5,Lost Customers
1196,176,3,167667.22149999999,4,3,3,10,Potential Loyalists
1197,1032,2,39242.2805,1,2,1,4,Lost Customers
1198,267,1,35891.046,3,1,1,5,Needs Attention
1199,41,3,170233.778,5,3,3,11,Potential Loyalists
1200,4,3,340557.69049999997,5,3,5,13,Potential Loyalists
1201,41,1,7067.5345,5,1,1,7,New Customers
1202,170,1,80543.84,4,1,2,7,New Customers
1203,1037,2,75442.19,1,2,2,5,Lost Customers
1204,753,1,93286.53,2,1,2,5,Lost Customers
1205,205,5,188798.0945,4,4,4,12,Champions
1206,122,1,45077.16,4,1,1,6,New Customers
1207,55,15,909353.2235,5,5,5,15,Champions
1208,313,1,2136.4644999999996,3,1,1,5,Needs Attention
1209,968,2,74385.0295,1,2,2,5,Lost Customers
1210,290,2,146573.6415,3,2,3,8,Needs Attention
1211,1108,1,81916.032,1,1,2,4,Lost Customers
1212,979,1,112960.134,1,1,3,5,Lost Customers
1213,766,1,8091.09,1,1,1,3,Lost Customers
1214,586,1,68446.9585,2,1,2,5,Lost Customers
1215,235,3,296973.7075,3,3,4,10,Potential Loyalists
1216,652,1,69461.92000000001,2,1,2,5,Lost Customers
1218,662,3,170454.972,2,3,3,8,At Risk
1220,706,1,31271.1,2,1,1,4,Lost Customers
1221,506,6,538957.5650000001,2,5,5,12,Loyal Customers
1222,22,1,43214.5865,5,1,1,7,New Customers
1223,1188,1,37768.888,1,1,1,3,Lost Customers
1224,808,1,50392.92,1,1,2,4,Lost Customers
1225,315,6,169624.738,3,5,3,11,Loyal Customers
1226,602,2,105193.22,2,2,3,7,Lost Customers
1227,344,6,292492.567,3,5,4,12,Loyal Customers
1228,573,1,83190.79000000001,2,1,2,5,Lost Customers
1229,24,11,696243.905,5,5,5,15,Champions
1230,209,5,257631.10600000003,4,4,4,12,Champions
1231,1167,2,223281.82200000001,1,2,4,7,Lost Customers
1234,818,2,66981.042,1,2,2,5,Lost Customers
1236,435,4,205141.70650000003,2,4,4,10,Loyal Customers
1237,527,1,12045.762,2,1,1,4,Lost Customers
1240,383,1,232879.23,3,1,4,8,Needs Attention
1242,492,3,197210.6915,2,3,4,9,At Risk
1245,736,2,166178.855,2,2,3,7,Lost Customers
1246,463,1,14916.27,2,1,1,4,Lost Customers
1248,462,2,214251.2645,2,2,4,8,Lost Customers
1249,4,3,416990.7505,5,3,5,13,Potential Loyalists
1250,314,1,40255.58,3,1,1,5,Needs Attention
1251,200,4,318710.595,4,4,5,13,Champions
1252,676,1,17702.0,2,1,1,4,Lost Customers
1253,68,11,596812.04,5,5,5,15,Champions
1254,74,3,179839.69,5,3,4,12,Potential Loyalists
1255,378,5,457322.483,3,4,5,12,Loyal Customers
1257,98,7,342861.877,4,5,5,14,Champions
1258,477,1,67909.37,2,1,2,5,Lost Customers
1259,40,2,108559.95999999999,5,2,3,10,New Customers
1261,504,2,57850.0325,2,2,2,6,Lost Customers
1262,28,15,1019054.864,5,5,5,15,Champions
1263,60,5,214097.5165,5,4,4,13,Champions
1264,473,1,25435.1,2,1,1,4,Lost Customers
1265,170,7,392253.5815,4,5,5,14,Champions
1267,1006,2,55207.315,1,2,2,5,Lost Customers
1269,8,8,415993.41849999997,5,5,5,15,Champions
1270,839,1,24770.4525,1,1,1,3,Lost Customers
1271,861,2,113730.58,1,2,3,6,Lost Customers
1272,228,3,142109.416,3,3,3,9,Potential Loyalists
1273,34,3,189640.9815,5,3,4,12,Potential Loyalists
1274,333,2,83782.53199999999,3,2,2,7,Needs Attention
1275,98,9,428070.393,4,5,5,14,Champions
1276,121,8,351997.322,4,5,5,14,Champions
1277,1238,1,66077.59199999999,1,1,2,4,Lost Customers
1278,1001,1,96896.5,1,1,2,4,Lost Customers
1279,1158,1,8539.58,1,1,1,3,Lost Customers
1280,882,3,417757.4875,1,3,5,9,At Risk
1282,35,8,384156.56,5,5,5,15,Champions
1283,80,6,453098.84099999996,5,5,5,15,Champions
1285,384,2,33054.477,3,2,1,6,Needs Attention
1286,174,4,143675.28999999998,4,4,3,11,Loyal Customers
1287,195,3,172318.858,4,3,3,10,Potential Loyalists
1288,273,2,122850.54800000001,3,2,3,8,Needs Attention
1289,766,2,26794.022,1,2,1,4,Lost Customers
1290,16,9,719828.432,5,5,5,15,Champions
1291,472,2,66838.83499999999,2,2,2,6,Lost Customers
1292,261,7,538746.648,3,5,5,13,Loyal Customers
1293,712,2,33480.7175,2,2,1,5,Lost Customers
1294,68,3,287117.3085,5,3,4,12,Potential Loyalists
1295,1131,2,51381.97749999999,1,2,2,5,Lost Customers
1297,240,8,679068.469,3,5,5,13,Loyal Customers
1299,411,2,191979.872,3,2,4,9,Needs Attention
1302,1151,1,139408.6335,1,1,3,5,Lost Customers
1304,181,1,38238.525,4,1,1,6,New Customers
1306,163,2,109103.04000000001,4,2,3,9,New Customers
1307,267,4,219156.81900000002,3,4,4,11,Loyal Customers
1308,58,3,163087.48450000002,5,3,3,11,Potential Loyalists
1309,305,3,206124.859,3,3,4,10,Potential Loyalists
1310,391,6,202215.18850000002,3,5,4,12,Loyal Customers
1311,141,2,157109.64,4,2,3,9,New Customers
1312,148,3,116707.8535,4,3,3,10,Potential Loyalists
1313,449,1,31261.833000000002,2,1,1,4,Lost Customers
1314,836,2,94450.64099999999,1,2,2,5,Lost Customers
1316,571,2,178545.876,2,2,4,8,Lost Customers
1317,290,1,51004.184,3,1,2,6,Needs Attention
1319,22,4,123205.885,5,4,3,12,Loyal Customers
1321,128,2,104479.05949999999,4,2,3,9,New Customers
1322,781,1,107366.31349999999,1,1,3,5,Lost Customers
1323,978,3,160631.8835,1,3,3,7,At Risk
1325,445,1,25500.834,2,1,1,4,Lost Customers
1326,273,1,46560.97,3,1,1,5,Needs Attention
1328,997,2,258977.1925,1,2,4,7,Lost Customers
1329,118,4,146766.21649999998,4,4,3,11,Loyal Customers
1331,656,2,54659.888,2,2,2,6,Lost Customers
1337,1307,1,20014.536,1,1,1,3,Lost Customers
1338,214,2,271503.533,4,2,4,10,New Customers
1339,8,4,319822.528,5,4,5,14,Champions
1340,149,1,13461.630000000001,4,1,1,6,New Customers
1342,1248,1,52879.333,1,1,2,4,Lost Customers
1343,1264,1,78497.265,1,1,2,4,Lost Customers
1344,682,1,128709.02,2,1,3,6,Lost Customers
1346,42,6,353845.886,5,5,5,15,Champions
1347,506,6,188439.5565,2,5,4,11,Loyal Customers
1349,211,5,118163.2505,4,4,3,11,Loyal Customers
1350,183,3,131631.839,4,3,3,10,Potential Loyalists
1351,416,4,235999.197,3,4,4,11,Loyal Customers
1352,1036,2,45158.397,1,2,1,4,Lost Customers
1353,111,1,197220.99,4,1,4,9,New Customers
1354,760,1,69662.85999999999,2,1,2,5,Lost Customers
1356,242,5,206891.58000000002,3,4,4,11,Loyal Customers
1357,440,1,41747.197499999995,2,1,1,4,Lost Customers
1358,109,3,86683.13149999999,4,3,2,9,Potential Loyalists
1359,59,12,622794.0805,5,5,5,15,Champions
1360,184,8,377432.5515,4,5,5,14,Champions
1361,230,4,463890.69,3,4,5,12,Loyal Customers
1362,549,2,89774.3325,2,2,2,6,Lost Customers
1363,147,13,454473.793,4,5,5,14,Champions
1364,1017,1,3285.09,1,1,1,3,Lost Customers
1365,597,2,31855.815000000002,2,2,1,5,Lost Customers
1366,711,3,143925.033,2,3,3,8,At Risk
1367,14,4,258170.989,5,4,4,13,Champions
1369,419,5,250017.064,3,4,4,11,Loyal Customers
1372,872,2,110001.6495,1,2,3,6,Lost Customers
1377,120,3,181911.863,4,3,4,11,Potential Loyalists
1378,679,1,69572.16699999999,2,1,2,5,Lost Customers
1379,370,1,35824.616,3,1,1,5,Needs Attention
1381,210,4,205694.171,4,4,4,12,Champions
1382,1114,1,29848.0975,1,1,1,3,Lost Customers
1383,797,2,71842.10700000002,1,2,2,5,Lost Customers
1384,138,2,135091.724,4,2,3,9,New Customers
1386,1282,1,84119.67,1,1,2,4,Lost Customers
1387,771,1,26171.678499999998,1,1,1,3,Lost Customers
1389,386,4,194859.785,3,4,4,11,Loyal Customers
1390,208,8,392156.7835,4,5,5,14,Champions
1391,144,3,140363.136,4,3,3,10,Potential Loyalists
1392,1245,1,38263.9005,1,1,1,3,Lost Customers
1394,391,2,39870.667499999996,3,2,1,6,Needs Attention
1395,1287,1,16160.024,1,1,1,3,Lost Customers
1396,9,6,213911.1975,5,5,4,14,Champions
1397,397,1,62454.73,3,1,2,6,Needs Attention
1398,1232,1,28705.16,1,1,1,3,Lost Customers
1401,31,3,67018.76,5,3,2,10,Potential Loyalists
1402,10,18,1228959.268,5,5,5,15,Champions
1404,672,1,125870.44,2,1,3,6,Lost Customers
1405,111,3,198499.13,4,3,4,11,Potential Loyalists
1407,255,4,243078.748,3,4,4,11,Loyal Customers
1410,16,73,4059926.8405,5,5,5,15,Champions
1411,18,4,284815.05000000005,5,4,4,13,Champions
1412,1068,4,335276.61,1,4,5,10,Loyal Customers
1413,411,3,198195.1875,3,3,4,10,Potential Loyalists
1414,27,5,281283.8835,5,4,4,13,Champions
1417,29,10,477151.75200000004,5,5,5,15,Champions
1418,1087,1,4153.41,1,1,1,3,Lost Customers
1420,736,2,54488.7285,2,2,2,6,Lost Customers
1421,17,3,160450.38249999998,5,3,3,11,Potential Loyalists
1424,248,4,220935.709,3,4,4,11,Loyal Customers
1426,1015,3,107883.84,1,3,3,7,At Risk
1427,1210,1,111793.37400000001,1,1,3,5,Lost Customers
1428,1016,1,31018.506999999998,1,1,1,3,Lost Customers
1429,154,1,12084.156,4,1,1,6,New Customers
1432,724,1,12892.5,2,1,1,4,Lost Customers
1433,290,2,221740.4715,3,2,4,9,Needs Attention
1434,410,1,8623.61,3,1,1,5,Needs Attention
1435,160,6,248802.03399999999,4,5,4,13,Champions
1436,699,1,4955.536,2,1,1,4,Lost Customers
1438,321,5,265175.662,3,4,4,11,Loyal Customers
1441,577,3,214443.15099999998,2,3,4,9,At Risk
1442,83,2,90283.9,5,2,2,9,New Customers
1443,241,4,144603.8195,3,4,3,10,Loyal Customers
1444,692,1,60270.744000000006,2,1,2,5,Lost Customers
1447,582,3,140419.349,2,3,3,8,At Risk
1448,463,1,78086.5165,2,1,2,5,Lost Customers
1449,530,1,94165.88,2,1,2,5,Lost Customers
1450,92,5,410044.28799999994,4,4,5,13,Champions
1451,272,11,771266.7595,3,5,5,13,Loyal Customers
1453,837,1,95950.95,1,1,2,4,Lost Customers
1454,657,1,85399.81,2,1,2,5,Lost Customers
1455,125,11,685474.465,4,5,5,14,Champions
1456,5,53,3526402.7375,5,5,5,15,Champions
1458,192,2,34530.67,4,2,1,7,New Customers
1462,115,1,22599.440000000002,4,1,1,6,New Customers
1463,959,1,58627.492,1,1,2,4,Lost Customers
1465,266,3,139492.92,3,3,3,9,Potential Loyalists
1466,660,1,56851.1325,2,1,2,5,Lost Customers
