product_id,product_name,category,brand,cost_price,selling_price,price_flag_below_cost
377,Scholastic Fugiat Boo377,Books,Scholastic,7780.69,9381.69,False
378,LOreal Quaerat Bea378,Beauty,LOreal,2318.84,4058.19,False
379,H&M Eum Fas379,Fashion,H&M,17247.52,21259.58,False
380,ITC Iste Gro380,Groceries,ITC,8950.24,13739.64,False
381,Philips Maxime Hom381,Home & Kitchen,Philips,20897.51,24625.2,False
382,Dell Ut Ele382,Electronics,Dell,5954.0,10290.52,False
383,Milton Architecto Hom383,Home & Kitchen,Milton,278.68,356.96,False
384,Nestle Maiores Gro384,Groceries,Nestle,23977.65,37134.46,False
385,Yonex Ipsa Spo385,Sports,Yonex,6578.7,7851.97,False
386,Nike Dolores Spo386,Sports,Nike,753.37,986.22,False
387,Allen Solly Repellat Fas387,Fashion,Allen Solly,22043.07,31308.74,False
388,Yonex Minus Spo388,Sports,Yonex,18022.32,31482.93,False
389,Samsung Animi Ele389,Electronics,Samsung,10230.61,13037.18,False
390,Adidas Quod Spo390,Sports,Adidas,12952.09,22539.93,False
391,Nivea Animi Bea391,Beauty,Nivea,20119.14,23997.9,False
392,Zara Sunt Fas392,Fashion,Zara,17329.69,26371.17,False
393,Philips Optio Hom393,Home & Kitchen,Philips,22691.21,27901.41,False
394,Scholastic Asperiores Boo394,Books,Scholastic,13374.2,23025.7,False
395,LOreal Nemo Bea395,Beauty,LOreal,10280.09,15042.82,False
396,Penguin Eos Boo396,Books,Penguin,1807.99,2406.06,False
397,Allen Solly Excepturi Fas397,Fashion,Allen Solly,8146.44,14373.01,False
398,HarperCollins Neque Boo398,Books,HarperCollins,7102.55,10295.61,False
399,Puma Sed Fas399,Fashion,Puma,16799.05,21089.85,False
400,Adidas Sint Spo400,Sports,Adidas,12186.74,19865.0,False
401,H&M Quos Fas401,Fashion,H&M,21678.04,33754.19,False
402,Apple Officia Ele402,Electronics,Apple,16742.89,20628.65,False
403,Levis Sit Fas403,Fashion,Levis,23647.12,29231.93,False
404,Nivea Libero Bea404,Beauty,Nivea,19378.09,25620.37,False
405,Adidas Ad Spo405,Sports,Adidas,23343.15,37768.6,False
406,Zara Soluta Fas406,Fashion,Zara,18857.65,24371.41,False
407,Sony Tempora Ele407,Electronics,Sony,11103.85,17228.5,False
408,ITC Qui Gro408,Groceries,ITC,19260.84,23451.49,False
409,Yonex Ea Spo409,Sports,Yonex,24061.01,41592.91,False
410,Yonex Debitis Spo410,Sports,Yonex,6795.2,11448.51,False
411,Philips At Hom411,Home & Kitchen,Philips,12982.18,18826.42,False
412,Scholastic Assumenda Boo412,Books,Scholastic,7895.13,12060.83,False
413,Scholastic Fugiat Boo413,Books,Scholastic,18260.73,25877.4,False
414,Milton Architecto Hom414,Home & Kitchen,Milton,15749.02,25270.14,False
415,H&M Cupiditate Fas415,Fashion,H&M,17792.49,21062.36,False
416,Scholastic Mollitia Boo416,Books,Scholastic,21500.71,31130.12,False
417,Nivea Explicabo Bea417,Beauty,Nivea,6597.28,8623.61,False
418,Tata Quia Gro418,Groceries,Tata,12101.2,20892.0,False
419,Zara Cupiditate Fas419,Fashion,Zara,9489.77,15537.81,False
420,Milton Quos Hom420,Home & Kitchen,Milton,2465.63,3598.43,False
421,Allen Solly Quia Fas421,Fashion,Allen Solly,24792.57,40927.19,False
422,Penguin Ab Boo422,Books,Penguin,5302.69,7826.44,False
423,Nestle Facilis Gro423,Groceries,Nestle,5878.94,8325.84,False
424,OnePlus Sunt Ele424,Electronics,OnePlus,19513.1,32221.91,False
425,Sony Facilis Ele425,Electronics,Sony,5741.1,10043.74,False
426,Amul Temporibus Gro426,Groceries,Amul,14834.58,20723.18,False
427,Puma Dolorum Fas427,Fashion,Puma,12573.29,19404.31,False
428,Tata Quo Gro428,Groceries,Tata,14019.27,20554.54,False
429,Samsung Pariatur Ele429,Electronics,Samsung,12648.07,15995.61,False
430,Scholastic Praesentium Boo430,Books,Scholastic,20327.69,30535.12,False
431,Puma Expedita Fas431,Fashion,Puma,3320.44,5472.09,False
432,HarperCollins Quas Boo432,Books,HarperCollins,23314.48,41167.53,False
433,Penguin Earum Boo433,Books,Penguin,9256.99,11460.95,False
434,Sony Minus Ele434,Electronics,Sony,12984.07,15882.06,False
435,Allen Solly Eaque Fas435,Fashion,Allen Solly,23352.99,29642.58,False
436,Philips Quia Hom436,Home & Kitchen,Philips,6356.51,8990.1,False
437,Dell Tenetur Ele437,Electronics,Dell,9609.95,16015.28,False
438,Amul At Gro438,Groceries,Amul,11435.1,14419.65,False
439,Dell Natus Ele439,Electronics,Dell,6716.89,9947.2,False
440,LOreal Fugiat Bea440,Beauty,LOreal,3728.98,5770.88,False
441,Samsung Exercitationem Ele441,Electronics,Samsung,14165.4,22870.84,False
442,Scholastic Dolor Boo442,Books,Scholastic,23445.73,40865.1,False
443,Nivea Veniam Bea443,Beauty,Nivea,23654.59,30965.4,False
444,Nike At Spo444,Sports,Nike,3332.55,4487.21,False
445,Allen Solly Dicta Fas445,Fashion,Allen Solly,22382.38,39881.7,False
446,Samsung Voluptatem Ele446,Electronics,Samsung,21490.16,26250.48,False
447,Penguin Natus Boo447,Books,Penguin,23688.33,33760.2,False
448,Samsung Sit Ele448,Electronics,Samsung,282.29,405.81,False
449,Zara Veritatis Fas449,Fashion,Zara,1199.43,1803.37,False
450,ITC Impedit Gro450,Groceries,ITC,8496.92,12386.24,False
451,LOreal Dolores Bea451,Beauty,LOreal,15348.6,26318.56,False
452,Amul Quasi Gro452,Groceries,Amul,16564.44,23722.46,False
453,Apple Rem Ele453,Electronics,Apple,20494.72,35632.7,False
454,Nike Tenetur Spo454,Sports,Nike,3038.01,4544.12,False
455,Apple Velit Ele455,Electronics,Apple,7148.57,8439.53,False
456,LOreal Vel Bea456,Beauty,LOreal,16730.24,28622.11,False
457,Samsung Inventore Ele457,Electronics,Samsung,4114.42,6904.28,False
458,Zara Nemo Fas458,Fashion,Zara,21342.22,37227.69,False
459,Dell In Ele459,Electronics,Dell,6668.86,11587.61,False
460,Penguin Dolore Boo460,Books,Penguin,8050.54,12148.42,False
461,Lakme Adipisci Bea461,Beauty,Lakme,1310.16,1544.05,False
462,HarperCollins Exercitationem Boo462,Books,HarperCollins,18023.31,25933.96,False
463,Scholastic Nihil Boo463,Books,Scholastic,6444.49,8208.79,False
464,Yonex Delectus Spo464,Sports,Yonex,16765.34,19284.52,False
465,H&M Maxime Fas465,Fashion,H&M,20156.98,24218.86,False
466,Adidas Quia Spo466,Sports,Adidas,4827.67,6763.82,False
467,Sony Non Ele467,Electronics,Sony,12147.23,16772.25,False
468,Adidas Error Spo468,Sports,Adidas,8051.77,14304.34,False
469,LOreal Corporis Bea469,Beauty,LOreal,16057.41,18710.6,False
470,Philips Ipsa Hom470,Home & Kitchen,Philips,10782.89,18533.15,False
471,Nike Explicabo Spo471,Sports,Nike,7571.33,9172.38,False
472,Penguin Blanditiis Boo472,Books,Penguin,18971.7,29290.58,False
473,Mamaearth Officiis Bea473,Beauty,Mamaearth,14279.3,16918.47,False
474,Tata Animi Gro474,Groceries,Tata,3555.45,5527.51,False
475,Levis Molestias Fas475,Fashion,Levis,5235.2,7735.77,False
476,Zara Illum Fas476,Fashion,Zara,13644.8,18205.98,False
477,Sony Suscipit Ele477,Electronics,Sony,23713.21,40255.58,False
478,Dell Molestias Ele478,Electronics,Dell,18073.22,21700.44,False
479,HarperCollins Dolore Boo479,Books,HarperCollins,2697.94,3966.8,False
480,Scholastic Libero Boo480,Books,Scholastic,4059.8,7250.29,False
481,Levis Minima Fas481,Fashion,Levis,4005.08,5874.87,False
482,Tata Illum Gro482,Groceries,Tata,9134.82,14301.48,False
483,Decathlon Animi Spo483,Sports,Decathlon,3269.46,4674.37,False
484,H&M Ea Fas484,Fashion,H&M,6903.89,11923.28,False
485,Decathlon Necessitatibus Spo485,Sports,Decathlon,1062.61,1853.11,False
486,Lakme Eum Bea486,Beauty,Lakme,20833.2,27987.76,False
487,Dell Veniam Ele487,Electronics,Dell,19742.8,23104.78,False
488,Levis Maxime Fas488,Fashion,Levis,24173.3,36073.49,False
489,IKEA Laboriosam Hom489,Home & Kitchen,IKEA,7616.86,10554.52,False
490,Tata Quisquam Gro490,Groceries,Tata,1706.81,3060.44,False
491,Tata Vero Gro491,Groceries,Tata,1030.33,1623.48,False
492,Amul Ea Gro492,Groceries,Amul,11096.26,19604.82,False
493,Scholastic Impedit Boo493,Books,Scholastic,6187.69,9255.9,False
494,Decathlon Earum Spo494,Sports,Decathlon,12084.79,19418.6,False
495,Puma Adipisci Fas495,Fashion,Puma,1746.86,2228.93,False
496,Nivea Velit Bea496,Beauty,Nivea,5403.39,8806.43,False
497,Tata Blanditiis Gro497,Groceries,Tata,4769.01,7262.1,False
498,Allen Solly Optio Fas498,Fashion,Allen Solly,5420.33,9269.07,False
499,Samsung Minus Ele499,Electronics,Samsung,23557.53,35030.53,False
500,Philips Inventore Hom500,Home & Kitchen,Philips,8840.11,11511.04,False
501,Mamaearth Neque Bea501,Beauty,Mamaearth,1292.04,1711.34,False
502,Decathlon Hic Spo502,Sports,Decathlon,16373.18,24508.21,False
503,Decathlon Illum Spo503,Sports,Decathlon,23603.83,33224.28,False
504,Mamaearth Quam Bea504,Beauty,Mamaearth,17361.89,25488.29,False
505,Amul Repellat Gro505,Groceries,Amul,12838.78,16999.23,False
506,Zara Quia Fas506,Fashion,Zara,11401.02,16600.0,False
507,Prestige Quae Hom507,Home & Kitchen,Prestige,17680.73,31143.12,False
508,Penguin Adipisci Boo508,Books,Penguin,8266.57,9733.31,False
509,Samsung Et Ele509,Electronics,Samsung,12432.56,18697.33,False
510,Nivea Corrupti Bea510,Beauty,Nivea,4252.59,6992.54,False
511,Nivea Maxime Bea511,Beauty,Nivea,24623.98,43455.26,False
512,Philips Excepturi Hom512,Home & Kitchen,Philips,4967.8,8539.58,False
513,Lakme Quos Bea513,Beauty,Lakme,17627.12,25471.19,False
514,Yonex Voluptatem Spo514,Sports,Yonex,13538.24,23045.34,False
515,Prestige Provident Hom515,Home & Kitchen,Prestige,12029.37,16751.92,False
516,Puma Quas Fas516,Fashion,Puma,12356.52,18861.42,False
517,Nike Dolorum Spo517,Sports,Nike,4767.49,8274.41,False
518,Nivea Harum Bea518,Beauty,Nivea,16870.96,26346.11,False
519,LOreal Iure Bea519,Beauty,LOreal,2532.43,3906.81,False
520,Tata Deleniti Gro520,Groceries,Tata,3067.97,3685.1,False
521,Lakme Omnis Bea521,Beauty,Lakme,13206.41,18644.95,False
522,H&M Similique Fas522,Fashion,H&M,14740.82,17806.83,False
523,Nestle Voluptatem Gro523,Groceries,Nestle,10803.03,13650.83,False
524,Nike Assumenda Spo524,Sports,Nike,24678.15,37381.17,False
525,Milton Veniam Hom525,Home & Kitchen,Milton,17201.55,23420.29,False
526,Philips Voluptas Hom526,Home & Kitchen,Philips,2413.74,4306.88,False
527,Tata Laboriosam Gro527,Groceries,Tata,7192.16,10252.25,False
528,Levis Amet Fas528,Fashion,Levis,16264.1,18964.81,False
529,Samsung Illum Ele529,Electronics,Samsung,20265.97,30374.15,False
530,Apple Vitae Ele530,Electronics,Apple,6991.52,8320.22,False
531,Dell Tempore Ele531,Electronics,Dell,4104.34,7107.78,False
532,IKEA Aspernatur Hom532,Home & Kitchen,IKEA,17166.3,22529.67,False
533,LOreal Illum Bea533,Beauty,LOreal,1686.74,2696.93,False
534,IKEA Excepturi Hom534,Home & Kitchen,IKEA,14331.57,20249.62,False
535,Nestle Enim Gro535,Groceries,Nestle,9122.11,11776.0,False
536,Nike Esse Spo536,Sports,Nike,16756.8,29842.76,False
537,IKEA Eos Hom537,Home & Kitchen,IKEA,4434.1,6820.2,False
538,Decathlon Libero Spo538,Sports,Decathlon,10633.42,15315.82,False
539,Milton Earum Hom539,Home & Kitchen,Milton,6390.97,10777.33,False
540,Lakme Qui Bea540,Beauty,Lakme,12157.13,18274.77,False
541,Levis Facere Fas541,Fashion,Levis,7653.78,9706.34,False
542,Nivea Repudiandae Bea542,Beauty,Nivea,2193.46,3540.63,False
543,Levis Ipsam Fas543,Fashion,Levis,4946.05,7906.5,False
544,LOreal Voluptatum Bea544,Beauty,LOreal,9789.89,13904.13,False
545,Apple Cupiditate Ele545,Electronics,Apple,11755.98,16329.18,False
546,Dell Nam Ele546,Electronics,Dell,2560.47,3459.86,False
547,Apple Est Ele547,Electronics,Apple,16610.17,26289.91,False
548,Tata Dicta Gro548,Groceries,Tata,7191.3,10420.67,False
549,Samsung Corporis Ele549,Electronics,Samsung,4876.51,6274.81,False
550,OnePlus Consectetur Ele550,Electronics,OnePlus,625.02,1083.09,False
551,Adidas Consequatur Spo551,Sports,Adidas,5307.13,6888.11,False
552,OnePlus Sapiente Ele552,Electronics,OnePlus,7026.06,8661.83,False
553,Mamaearth Odit Bea553,Beauty,Mamaearth,15999.61,19181.02,False
554,Tata Qui Gro554,Groceries,Tata,3398.35,5332.32,False
555,Lakme Omnis Bea555,Beauty,Lakme,8524.53,13725.91,False
556,Nivea Cupiditate Bea556,Beauty,Nivea,13957.75,18374.17,False
557,Nike Quisquam Spo557,Sports,Nike,16288.16,19962.41,False
558,Nike Architecto Spo558,Sports,Nike,13433.44,19265.52,False
559,Nestle Sequi Gro559,Groceries,Nestle,6733.45,10387.04,False
560,Nivea Eius Bea560,Beauty,Nivea,21789.77,39206.07,False
561,Puma Excepturi Fas561,Fashion,Puma,15213.68,21497.82,False
562,Apple Rerum Ele562,Electronics,Apple,5668.92,7466.61,False
563,Prestige Consectetur Hom563,Home & Kitchen,Prestige,12012.4,16681.99,False
564,Nivea Suscipit Bea564,Beauty,Nivea,22849.67,31747.15,False
565,Puma Veritatis Fas565,Fashion,Puma,9367.44,13107.83,False
566,OnePlus Eius Ele566,Electronics,OnePlus,20923.67,32913.19,False
567,Nivea Possimus Bea567,Beauty,Nivea,15373.51,21018.55,False
568,Zara Esse Fas568,Fashion,Zara,20456.71,24035.34,False
569,Lakme Deleniti Bea569,Beauty,Lakme,21776.39,32300.65,False
570,Prestige Necessitatibus Hom570,Home & Kitchen,Prestige,9986.34,14711.46,False
571,Sony Temporibus Ele571,Electronics,Sony,16702.02,19345.91,False
572,Milton Iste Hom572,Home & Kitchen,Milton,21795.22,31393.41,False
573,Mamaearth Et Bea573,Beauty,Mamaearth,8607.01,10671.48,False
574,Allen Solly Animi Fas574,Fashion,Allen Solly,11014.66,16220.3,False
575,Zara Nemo Fas575,Fashion,Zara,10120.99,16103.8,False
576,Penguin Aliquid Boo576,Books,Penguin,10551.37,18727.85,False
577,Apple Autem Ele577,Electronics,Apple,15001.97,25126.21,False
578,Yonex Blanditiis Spo578,Sports,Yonex,2778.43,3912.69,False
579,Levis Similique Fas579,Fashion,Levis,8454.35,12851.99,False
580,Decathlon Quae Spo580,Sports,Decathlon,21534.78,25861.54,False
581,LOreal Praesentium Bea581,Beauty,LOreal,1860.74,3168.29,False
582,HarperCollins Itaque Boo582,Books,HarperCollins,5360.61,8494.9,False
583,Decathlon Molestias Spo583,Sports,Decathlon,13594.81,22994.0,False
584,Nivea Consequatur Bea584,Beauty,Nivea,3170.97,3914.12,False
585,Zara Officiis Fas585,Fashion,Zara,13942.62,24610.76,False
586,Nike Provident Spo586,Sports,Nike,10404.19,14175.84,False
587,Philips Nemo Hom587,Home & Kitchen,Philips,15186.9,26649.84,False
588,Penguin Quod Boo588,Books,Penguin,20931.35,37614.98,False
589,Yonex Qui Spo589,Sports,Yonex,613.09,750.03,False
590,Allen Solly Accusamus Fas590,Fashion,Allen Solly,15256.22,25681.93,False
591,IKEA Accusamus Hom591,Home & Kitchen,IKEA,7166.85,9356.23,False
592,LOreal Ea Bea592,Beauty,LOreal,19685.05,23359.23,False
593,Amul Eos Gro593,Groceries,Amul,9266.1,13702.49,False
594,Sony Alias Ele594,Electronics,Sony,14030.7,22780.24,False
595,Nike Aliquam Spo595,Sports,Nike,8903.4,13784.64,False
596,Adidas Repudiandae Spo596,Sports,Adidas,14655.12,22069.88,False
597,Amul Corrupti Gro597,Groceries,Amul,16030.06,21137.91,False
598,HarperCollins Iusto Boo598,Books,HarperCollins,2161.99,2653.9,False
599,Apple Nesciunt Ele599,Electronics,Apple,5653.33,8339.39,False
600,Sony Culpa Ele600,Electronics,Sony,21019.05,33753.25,False
601,LOreal Quo Bea601,Beauty,LOreal,19736.56,27199.63,False
602,Nivea Debitis Bea602,Beauty,Nivea,10146.11,14264.35,False
603,Milton Saepe Hom603,Home & Kitchen,Milton,4837.24,5755.3,False
604,Scholastic Qui Boo604,Books,Scholastic,14793.36,26524.36,False
605,Apple Accusantium Ele605,Electronics,Apple,4212.4,4972.09,False
606,Tata Exercitationem Gro606,Groceries,Tata,19499.32,25625.63,False
607,OnePlus Voluptas Ele607,Electronics,OnePlus,20749.61,33356.22,False
608,Yonex Minus Spo608,Sports,Yonex,23644.55,33476.02,False
609,HarperCollins Iusto Boo609,Books,HarperCollins,16566.15,24056.63,False
610,Sony Optio Ele610,Electronics,Sony,15783.19,22763.14,False
611,Apple Tempore Ele611,Electronics,Apple,4756.37,7040.06,False
612,Scholastic Voluptates Boo612,Books,Scholastic,13238.18,22199.0,False
613,Philips Praesentium Hom613,Home & Kitchen,Philips,18401.24,29100.91,False
614,Nike Fuga Spo614,Sports,Nike,2879.01,4659.39,False
615,Nestle Id Gro615,Groceries,Nestle,12532.61,21696.01,False
616,Nike Saepe Spo616,Sports,Nike,23000.78,27275.52,False
617,Philips Cumque Hom617,Home & Kitchen,Philips,20525.01,24106.69,False
618,Scholastic Nesciunt Boo618,Books,Scholastic,9210.88,13839.3,False
619,Sony A Ele619,Electronics,Sony,3745.11,6123.64,False
620,Amul Sit Gro620,Groceries,Amul,258.45,325.54,False
621,Sony Vero Ele621,Electronics,Sony,14540.88,23474.1,False
622,Nike Error Spo622,Sports,Nike,22920.25,36868.89,False
623,Nestle Mollitia Gro623,Groceries,Nestle,16810.89,23641.52,False
624,Scholastic Maxime Boo624,Books,Scholastic,82.05,100.77,False
625,ITC Similique Gro625,Groceries,ITC,13387.14,21269.95,False
626,LOreal Laborum Bea626,Beauty,LOreal,10465.33,17005.55,False
627,Penguin Deleniti Boo627,Books,Penguin,13070.46,15661.22,False
628,Penguin Aspernatur Boo628,Books,Penguin,4840.81,8210.01,False
629,Allen Solly Autem Fas629,Fashion,Allen Solly,18136.57,31405.2,False
630,Yonex Ipsa Spo630,Sports,Yonex,2983.05,5350.53,False
631,Penguin Sed Boo631,Books,Penguin,5274.7,6106.29,False
632,ITC Aut Gro632,Groceries,ITC,24935.7,33231.76,False
633,Mamaearth Cupiditate Bea633,Beauty,Mamaearth,16717.09,21144.5,False
634,OnePlus Qui Ele634,Electronics,OnePlus,14526.7,25241.92,False
635,Nivea Tempore Bea635,Beauty,Nivea,8038.52,12746.4,False
636,H&M Repellat Fas636,Fashion,H&M,4738.19,7373.18,False
637,Mamaearth Illo Bea637,Beauty,Mamaearth,8444.44,10870.4,False
638,OnePlus Corrupti Ele638,Electronics,OnePlus,7863.89,9957.62,False
639,Mamaearth Quis Bea639,Beauty,Mamaearth,22552.81,31758.22,False
640,H&M Illum Fas640,Fashion,H&M,6169.72,8893.44,False
641,Amul Et Gro641,Groceries,Amul,8047.38,13148.39,False
642,Nestle Eveniet Gro642,Groceries,Nestle,24281.94,34837.83,False
643,Lakme Nam Bea643,Beauty,Lakme,21532.78,32682.69,False
644,Puma Quia Fas644,Fashion,Puma,3973.03,6352.5,False
645,Scholastic Perferendis Boo645,Books,Scholastic,12860.19,20227.72,False
646,Decathlon Laboriosam Spo646,Sports,Decathlon,22247.7,31953.98,False
647,Nike Alias Spo647,Sports,Nike,22534.38,36909.85,False
648,Yonex Repudiandae Spo648,Sports,Yonex,12240.69,18876.3,False
649,Tata Deserunt Gro649,Groceries,Tata,8173.25,14624.71,False
650,Sony Nemo Ele650,Electronics,Sony,16700.41,19681.44,False
651,Allen Solly Earum Fas651,Fashion,Allen Solly,8199.22,12751.05,False
652,Amul Dolores Gro652,Groceries,Amul,1455.52,1696.44,False
653,Samsung Dolore Ele653,Electronics,Samsung,11278.1,15408.69,False
654,Nivea Esse Bea654,Beauty,Nivea,10985.55,14509.17,False
655,Yonex Sequi Spo655,Sports,Yonex,4159.71,6646.98,False
656,Amul Sed Gro656,Groceries,Amul,12888.55,16498.64,False
657,Apple Quae Ele657,Electronics,Apple,8023.76,12313.87,False
658,Nivea Dignissimos Bea658,Beauty,Nivea,1852.12,2307.45,False
659,Amul Aut Gro659,Groceries,Amul,1877.48,3150.42,False
660,Scholastic Excepturi Boo660,Books,Scholastic,18822.61,30862.56,False
661,Penguin Odio Boo661,Books,Penguin,17922.32,28408.68,False
662,Scholastic Harum Boo662,Books,Scholastic,11950.95,18732.88,False
663,HarperCollins Iusto Boo663,Books,HarperCollins,1007.12,1565.02,False
664,Dell Labore Ele664,Electronics,Dell,19458.05,28705.16,False
665,Tata Nihil Gro665,Groceries,Tata,8969.96,11932.98,False
666,Levis Autem Fas666,Fashion,Levis,16087.91,25745.82,False
667,Scholastic Consectetur Boo667,Books,Scholastic,21780.64,29894.3,False
668,ITC Facere Gro668,Groceries,ITC,19255.82,29170.28,False
669,Zara Amet Fas669,Fashion,Zara,22076.77,32962.34,False
670,OnePlus Voluptatem Ele670,Electronics,OnePlus,12964.86,19779.45,False
671,Dell Impedit Ele671,Electronics,Dell,18745.42,33311.53,False
672,Decathlon Delectus Spo672,Sports,Decathlon,1885.41,2233.71,False
673,Scholastic Quasi Boo673,Books,Scholastic,23441.88,35031.99,False
674,Apple Quidem Ele674,Electronics,Apple,15391.83,22527.1,False
675,Yonex Nemo Spo675,Sports,Yonex,2386.75,3936.37,False
676,Milton Animi Hom676,Home & Kitchen,Milton,18693.25,25284.62,False
677,Adidas Maiores Spo677,Sports,Adidas,7690.67,13032.59,False
678,Zara Suscipit Fas678,Fashion,Zara,1855.31,3196.18,False
679,Mamaearth Adipisci Bea679,Beauty,Mamaearth,6453.71,9909.29,False
680,Adidas Labore Spo680,Sports,Adidas,23403.05,37229.1,False
681,Yonex Ex Spo681,Sports,Yonex,10390.02,16605.3,False
682,Decathlon Possimus Spo682,Sports,Decathlon,8632.29,11482.83,False
683,Nivea Nam Bea683,Beauty,Nivea,24917.25,40814.8,False
684,Adidas Nobis Spo684,Sports,Adidas,16135.76,22282.49,False
685,Apple Nostrum Ele685,Electronics,Apple,1276.56,1493.81,False
686,Prestige Aperiam Hom686,Home & Kitchen,Prestige,13876.82,22831.83,False
687,LOreal Quas Bea687,Beauty,LOreal,13457.61,22830.97,False
688,IKEA Voluptate Hom688,Home & Kitchen,IKEA,883.99,1227.32,False
689,Penguin Consequatur Boo689,Books,Penguin,5964.91,8593.81,False
690,Amul Cum Gro690,Groceries,Amul,1855.79,3285.09,False
691,Amul Debitis Gro691,Groceries,Amul,5620.22,9832.58,False
692,Nivea Nobis Bea692,Beauty,Nivea,10676.03,19116.4,False
693,IKEA Ad Hom693,Home & Kitchen,IKEA,13873.76,24349.02,False
694,Apple Animi Ele694,Electronics,Apple,183.46,300.21,False
695,Puma Earum Fas695,Fashion,Puma,22581.11,28019.06,False
696,Mamaearth Aspernatur Bea696,Beauty,Mamaearth,2448.34,3491.26,False
697,Amul Quasi Gro697,Groceries,Amul,23345.29,35077.5,False
698,Yonex Enim Spo698,Sports,Yonex,13210.04,16403.33,False
699,Adidas Magni Spo699,Sports,Adidas,69.7,116.86,False
700,LOreal Molestias Bea700,Beauty,LOreal,2234.99,3491.06,False
701,Yonex Nam Spo701,Sports,Yonex,22869.68,29401.8,False
702,Scholastic Sequi Boo702,Books,Scholastic,16648.56,19997.49,False
703,Sony Commodi Ele703,Electronics,Sony,15113.69,18991.19,False
704,Dell Alias Ele704,Electronics,Dell,18412.04,24778.93,False
705,Philips Molestiae Hom705,Home & Kitchen,Philips,11611.61,17877.58,False
706,Penguin Dolor Boo706,Books,Penguin,4323.27,7055.86,False
707,Prestige Vitae Hom707,Home & Kitchen,Prestige,7600.88,12013.51,False
708,ITC Odit Gro708,Groceries,ITC,3999.16,6387.76,False
709,Sony Aut Ele709,Electronics,Sony,3248.29,4633.63,False
710,Nivea Iste Bea710,Beauty,Nivea,6217.79,10175.06,False
711,Lakme Error Bea711,Beauty,Lakme,6587.77,11351.49,False
712,Allen Solly Consequuntur Fas712,Fashion,Allen Solly,22300.91,28493.58,False
713,Philips Doloribus Hom713,Home & Kitchen,Philips,15365.46,18546.36,False
714,IKEA Esse Hom714,Home & Kitchen,IKEA,9818.85,15844.28,False
715,Prestige Facere Hom715,Home & Kitchen,Prestige,16502.61,25678.98,False
716,ITC Laboriosam Gro716,Groceries,ITC,7099.39,9908.73,False
717,Yonex Magnam Spo717,Sports,Yonex,2618.51,4235.09,False
718,Levis Asperiores Fas718,Fashion,Levis,12622.03,20330.27,False
719,Penguin Non Boo719,Books,Penguin,6261.14,8520.69,False
720,Yonex Quaerat Spo720,Sports,Yonex,8388.67,9787.33,False
721,Scholastic Quo Boo721,Books,Scholastic,8559.14,14312.15,False
722,IKEA Ducimus Hom722,Home & Kitchen,IKEA,22437.6,33361.16,False
723,Lakme Nostrum Bea723,Beauty,Lakme,11414.77,13355.69,False
724,HarperCollins Rem Boo724,Books,HarperCollins,21986.15,25470.0,False
725,Yonex Corrupti Spo725,Sports,Yonex,23621.51,34676.15,False
726,Sony Placeat Ele726,Electronics,Sony,8581.27,15023.59,False
727,Mamaearth Sunt Bea727,Beauty,Mamaearth,658.56,1006.23,False
728,Zara Placeat Fas728,Fashion,Zara,13745.87,17767.34,False
729,Nivea Nisi Bea729,Beauty,Nivea,10750.74,16921.36,False
730,Puma Ratione Fas730,Fashion,Puma,18191.92,20929.18,False
731,Prestige Temporibus Hom731,Home & Kitchen,Prestige,23424.49,29443.21,False
732,Lakme Dicta Bea732,Beauty,Lakme,5877.83,7766.13,False
733,Levis Soluta Fas733,Fashion,Levis,993.61,1222.12,False
734,Adidas Eos Spo734,Sports,Adidas,24659.43,33410.84,False
735,ITC Qui Gro735,Groceries,ITC,2926.76,3569.31,False
736,Philips Fuga Hom736,Home & Kitchen,Philips,18000.53,30699.36,False
737,Dell Illum Ele737,Electronics,Dell,6460.96,7517.92,False
738,Adidas Animi Spo738,Sports,Adidas,5616.1,6664.82,False
739,IKEA Cum Hom739,Home & Kitchen,IKEA,2629.7,3761.73,False
740,Adidas Excepturi Spo740,Sports,Adidas,5786.46,8595.0,False
741,Nike Incidunt Spo741,Sports,Nike,6374.67,11228.02,False
742,Lakme Quod Bea742,Beauty,Lakme,22653.3,34397.31,False
743,IKEA Ab Hom743,Home & Kitchen,IKEA,8892.88,12429.98,False
744,Lakme Quia Bea744,Beauty,Lakme,10325.71,16757.87,False
745,ITC Occaecati Gro745,Groceries,ITC,11318.39,19319.07,False
746,Nike Earum Spo746,Sports,Nike,23605.16,32300.47,False
747,Nivea Laboriosam Bea747,Beauty,Nivea,14039.33,17012.67,False
748,Nike In Spo748,Sports,Nike,5051.7,7167.11,False
749,Sony Ex Ele749,Electronics,Sony,5194.76,8933.76,False
750,Samsung Perferendis Ele750,Electronics,Samsung,3999.24,5783.62,False
751,Tata Vel Gro751,Groceries,Tata,15162.2,24255.15,False
752,Adidas Quo Spo752,Sports,Adidas,9607.58,16476.18,False
753,Philips Quia Hom753,Home & Kitchen,Philips,14229.56,20429.1,False
754,Amul Deleniti Gro754,Groceries,Amul,1727.65,2508.63,False
755,HarperCollins Nemo Boo755,Books,HarperCollins,20527.36,31806.15,False
756,Samsung Aperiam Ele756,Electronics,Samsung,20812.45,30617.35,False
757,Allen Solly Error Fas757,Fashion,Allen Solly,3005.62,3483.11,False
758,HarperCollins Eveniet Boo758,Books,HarperCollins,7615.33,12212.66,False
