order_item_id,order_id,product_id,quantity,unit_price
15216,7025,236,1,26401.32
15217,7025,560,2,39206.07
15218,7025,429,2,15995.61
15219,7025,322,2,22673.11
15220,7026,175,2,20155.91
15221,7026,353,3,27584.05
15222,7027,711,1,11351.49
15223,7027,225,1,31354.8
15224,7027,124,3,22319.14
15225,7028,613,1,29100.91
15226,7028,619,2,6123.64
15227,7028,111,2,10883.35
15228,7029,97,3,15554.99
15229,7029,224,1,17081.82
15230,7030,27,3,10666.32
15231,7030,466,1,6763.82
15232,7030,477,1,40255.58
15233,7031,260,2,727.69
15234,7031,736,1,30699.36
15235,7031,350,2,18917.76
15236,7031,689,2,8593.81
15237,7032,674,1,22527.1
15238,7032,310,1,28361.35
15239,7032,330,3,35447.28
15240,7033,394,1,23025.7
15241,7033,178,3,25526.06
15242,7034,239,1,616.66
15243,7034,401,2,33754.19
15244,7035,340,1,21633.36
15245,7036,232,2,3725.42
15246,7036,220,2,14402.18
15247,7036,790,1,142.13
15248,7037,311,1,21535.26
15249,7037,407,1,17228.5
15250,7037,271,2,6194.42
15251,7037,794,1,5410.61
15252,7038,421,2,40927.19
15253,7039,486,1,27987.76
15254,7040,65,1,24070.82
15255,7040,181,1,22875.63
15256,7040,382,2,10290.52
15257,7041,508,1,9733.31
15258,7041,582,2,8494.9
15259,7041,257,1,17943.83
15260,7042,423,2,8325.84
15261,7042,428,1,20554.54
15262,7042,539,2,10777.33
15263,7042,290,1,9255.24
15264,7043,543,1,7906.5
15265,7044,193,1,23164.17
15266,7045,764,2,435.48
15267,7046,321,1,31618.01
15268,7046,38,3,1712.86
15269,7046,110,1,30715.59
15270,7046,49,2,32736.74
15271,7047,689,3,8593.81
15272,7048,42,2,28177.26
15273,7048,125,2,23723.16
15274,7049,522,1,17806.83
15275,7050,115,1,5406.31
15276,7051,182,1,27141.04
15277,7051,304,2,19881.9
15278,7051,638,2,9957.62
15279,7051,66,2,16115.52
15280,7052,786,2,5506.35
15281,7052,464,1,19284.52
15282,7052,475,2,7735.77
15283,7053,214,2,5532.96
15284,7053,3,1,9768.29
15285,7053,712,1,28493.58
15286,7054,600,2,33753.25
15287,7054,718,2,20330.27
15288,7054,696,1,3491.26
15289,7054,140,3,4206.69
15290,7055,298,2,9744.48
15291,7055,182,2,27141.04
15292,7056,397,3,14373.01
15293,7056,196,1,10230.86
15294,7057,88,1,2248.91
15295,7058,392,1,26371.17
15296,7058,482,2,14301.48
15297,7058,281,1,23251.92
15298,7059,550,1,1083.09
15299,7060,513,1,25471.19
15300,7060,191,1,3269.4
15301,7061,441,2,22870.84
15302,7061,4,1,27466.85
15303,7062,137,2,31623.57
15304,7062,295,1,18115.42
15305,7063,620,2,325.54
15306,7063,495,2,2228.93
15307,7063,105,1,14949.16
15308,7064,164,1,14227.22
15309,7064,502,1,24508.21
15310,7064,463,1,8208.79
15311,7064,714,3,15844.28
15312,7065,477,3,40255.58
15313,7066,192,1,7776.96
15314,7067,794,1,5410.61
15315,7068,519,3,3906.81
15316,7068,98,2,24110.02
15317,7068,658,2,2307.45
15318,7068,729,2,16921.36
15319,7069,218,1,4915.59
15320,7070,772,2,19099.29
15321,7071,604,2,26524.36
15322,7071,442,2,40865.1
15323,7072,389,1,13037.18
15324,7072,502,1,24508.21
15325,7073,707,1,12013.51
15326,7073,373,1,13876.11
15327,7073,595,2,13784.64
15328,7073,505,1,16999.23
15329,7074,684,3,22282.49
15330,7075,455,2,8439.53
15331,7075,667,2,29894.3
15332,7075,20,1,6199.33
15333,7076,487,1,23104.78
15334,7076,209,2,9218.33
15335,7077,500,2,11511.04
15336,7077,533,3,2696.93
15337,7078,308,1,27454.04
15338,7078,555,3,13725.91
15339,7079,130,3,24864.8
15340,7080,13,1,2424.94
15341,7080,109,1,16942.36
15342,7081,718,3,20330.27
15343,7082,569,3,32300.65
15344,7082,101,1,28932.56
15345,7083,577,2,25126.21
15346,7083,702,3,19997.49
15347,7083,79,3,13302.33
15348,7083,606,2,25625.63
15349,7084,163,1,20592.96
15350,7084,121,1,30503.28
15351,7085,602,3,14264.35
15352,7086,323,3,7334.37
15353,7086,387,1,31308.74
15354,7087,733,3,1222.12
15355,7087,642,2,34837.83
15356,7088,166,3,13615.87
15357,7088,447,2,33760.2
15358,7089,269,1,21278.84
15359,7090,629,1,31405.2
15360,7090,691,1,9832.58
15361,7090,275,2,41402.46
15362,7090,246,1,6406.88
15363,7091,266,2,12479.4
15364,7091,493,3,9255.9
15365,7092,323,1,7334.37
15366,7092,394,1,23025.7
15367,7092,257,3,17943.83
15368,7092,121,1,30503.28
15369,7093,742,1,34397.31
15370,7094,342,1,14629.37
15371,7094,121,3,30503.28
15372,7095,54,1,21179.45
15373,7095,78,2,20318.63
15374,7095,673,1,35031.99
15375,7096,642,2,34837.83
15376,7096,347,3,12012.2
15377,7097,223,1,13033.96
15378,7097,699,2,116.86
15379,7098,344,3,39951.91
15380,7099,738,2,6664.82
15381,7100,399,1,21089.85
15382,7100,719,1,8520.69
15383,7101,610,1,22763.14
15384,7101,768,3,24572.96
15385,7102,56,1,35478.79
15386,7102,148,2,12808.57
15387,7102,219,3,20013.69
15388,7102,770,1,20161.66
15389,7103,759,1,26532.02
15390,7104,538,2,15315.82
15391,7104,395,2,15042.82
15392,7105,649,2,14624.71
15393,7106,659,1,3150.42
15394,7106,379,2,21259.58
15395,7106,18,2,22764.43
15396,7106,465,1,24218.86
15397,7107,795,2,31023.71
15398,7108,584,2,3914.12
15399,7109,290,1,9255.24
15400,7110,82,1,9253.4
15401,7110,605,3,4972.09
15402,7111,726,1,15023.59
15403,7112,505,2,16999.23
15404,7112,611,1,7040.06
15405,7113,285,3,7814.13
15406,7114,536,3,29842.76
15407,7114,694,1,300.21
15408,7115,666,1,25745.82
15409,7115,572,2,31393.41
15410,7115,392,2,26371.17
15411,7115,106,1,20676.01
15412,7116,391,1,23997.9
15413,7116,552,2,8661.83
15414,7116,476,1,18205.98
15415,7116,769,1,40664.39
15416,7117,13,1,2424.94
15417,7117,695,1,28019.06
15418,7118,579,3,12851.99
15419,7118,304,1,19881.9
15420,7119,553,1,19181.02
15421,7120,534,1,20249.62
15422,7120,779,3,28813.2
15423,7120,732,3,7766.13
15424,7120,238,1,22920.68
15425,7121,479,1,3966.8
15426,7122,745,1,19319.07
15427,7123,597,3,21137.91
15428,7123,344,1,39951.91
15429,7123,235,3,18133.37
15430,7123,220,1,14402.18
15431,7124,714,3,15844.28
15432,7124,183,1,23376.35
15433,7125,777,1,11209.22
15434,7125,780,2,20915.26
15435,7126,71,1,15880.88
15436,7126,72,3,16303.11
15437,7127,35,2,2662.34
15438,7127,159,1,10189.95
15439,7128,475,3,7735.77
15440,7129,320,1,19620.85
15441,7130,749,2,8933.76
15442,7130,443,2,30965.4
15443,7131,259,1,37657.53
15444,7131,640,2,8893.44
15445,7131,711,1,11351.49
15446,7131,329,1,7269.41
15447,7132,752,2,16476.18
15448,7132,758,1,12212.66
15449,7133,110,1,30715.59
15450,7133,109,1,16942.36
15451,7133,131,1,3917.31
15452,7134,434,1,15882.06
15453,7134,517,1,8274.41
15454,7135,352,3,21293.62
15455,7135,774,3,23769.96
15456,7135,578,3,3912.69
15457,7136,422,1,7826.44
15458,7137,143,3,4065.82
15459,7137,537,1,6820.2
15460,7138,34,3,8807.6
15461,7138,728,1,17767.34
15462,7138,555,2,13725.91
15463,7138,91,1,34304.53
15464,7139,253,3,28786.07
15465,7139,579,3,12851.99
15466,7139,742,3,34397.31
15467,7139,335,2,12273.32
15468,7140,105,1,14949.16
15469,7140,9,1,1499.24
15470,7141,10,2,40969.2
15471,7142,711,3,11351.49
15472,7143,371,1,22480.24
15473,7144,590,3,25681.93
15474,7145,721,1,14312.15
15475,7145,632,3,33231.76
15476,7146,635,3,12746.4
15477,7146,716,3,9908.73
15478,7147,744,2,16757.87
15479,7147,564,1,31747.15
15480,7147,30,2,32955.08
15481,7148,221,1,26630.56
15482,7149,349,1,22458.23
15483,7149,751,1,24255.15
15484,7149,100,1,2535.58
15485,7149,57,1,2469.36
15486,7150,245,1,9092.13
15487,7151,492,3,19604.82
15488,7151,429,2,15995.61
15489,7152,436,1,8990.1
15490,7153,68,1,27753.73
15491,7153,8,2,347.29
15492,7153,482,2,14301.48
15493,7153,672,3,2233.71
15494,7154,789,1,15910.88
15495,7154,540,1,18274.77
15496,7155,265,1,17961.22
15497,7156,680,1,37229.1
15498,7157,641,1,13148.39
15499,7157,42,2,28177.26
15500,7158,288,2,18625.57
15501,7158,251,1,14278.64
15502,7158,641,2,13148.39
15503,7159,572,1,31393.41
15504,7159,346,2,1878.8
15505,7160,385,2,7851.97
15506,7161,66,1,16115.52
15507,7162,666,2,25745.82
15508,7163,217,1,30046.36
15509,7163,723,1,13355.69
15510,7164,414,1,25270.14
15511,7164,584,1,3914.12
15512,7164,436,2,8990.1
15513,7164,379,1,21259.58
15514,7165,348,2,22270.11
15515,7166,596,3,22069.88
15516,7167,94,2,25205.85
15517,7168,197,1,40261.14
15518,7168,440,3,5770.88
15519,7168,503,2,33224.28
15520,7168,248,1,28133.43
15521,7169,105,3,14949.16
15522,7170,244,2,43345.74
15523,7170,430,2,30535.12
15524,7170,8,2,347.29
15525,7171,635,1,12746.4
15526,7171,380,1,13739.64
15527,7171,373,1,13876.11
15528,7172,533,1,2696.93
15529,7172,789,1,15910.88
15530,7172,440,2,5770.88
15531,7173,688,2,1227.32
15532,7174,256,3,15046.59
15533,7174,477,2,40255.58
15534,7175,140,1,4206.69
15535,7176,30,1,32955.08
15536,7176,204,1,24415.08
15537,7177,136,1,4901.85
15538,7177,756,2,30617.35
15539,7178,59,1,14650.92
15540,7178,251,2,14278.64
15541,7179,258,1,10019.57
15542,7179,188,1,3263.5
15543,7180,512,1,8539.58
15544,7181,282,3,11443.77
15545,7181,81,1,10883.09
15546,7182,686,2,22831.83
15547,7182,734,1,33410.84
15548,7182,499,1,35030.53
15549,7183,534,1,20249.62
15550,7184,445,1,39881.7
15551,7184,59,3,14650.92
15552,7185,556,2,18374.17
15553,7185,752,1,16476.18
15554,7186,711,2,11351.49
15555,7186,89,1,35300.35
15556,7187,64,1,31413.82
15557,7188,687,1,22830.97
15558,7189,191,2,3269.4
15559,7189,227,1,32075.05
15560,7189,160,1,8561.75
15561,7190,228,2,27829.24
15562,7191,670,2,19779.45
15563,7191,287,2,31175.23
15564,7192,205,2,21474.77
15565,7192,746,2,32300.47
15566,7193,422,2,7826.44
15567,7193,777,1,11209.22
15568,7193,453,2,35632.7
15569,7193,65,1,24070.82
15570,7194,294,3,8039.01
15571,7194,744,2,16757.87
15572,7195,235,1,18133.37
15573,7195,516,1,18861.42
15574,7196,101,2,28932.56
15575,7196,752,2,16476.18
15576,7196,652,1,1696.44
15577,7197,259,2,37657.53
15578,7197,281,1,23251.92
15579,7197,763,2,1829.35
15580,7197,632,1,33231.76
15581,7198,229,1,13549.15
15582,7199,191,1,3269.4
15583,7200,366,1,1334.52
15584,7201,103,3,7952.97
15585,7201,655,3,6646.98
15586,7201,31,2,17024.91
15587,7201,152,2,3145.51
15588,7202,448,1,405.81
15589,7203,456,1,28622.11
15590,7204,365,1,5113.03
15591,7205,570,1,14711.46
15592,7206,339,3,8956.93
15593,7206,532,1,22529.67
15594,7207,150,1,21918.47
15595,7208,793,2,26149.94
15596,7208,440,1,5770.88
15597,7209,713,1,18546.36
15598,7209,577,1,25126.21
15599,7210,218,1,4915.59
15600,7210,154,2,21454.7
15601,7211,659,2,3150.42
15602,7211,635,2,12746.4
15603,7211,699,1,116.86
15604,7211,59,2,14650.92
15605,7212,133,1,20543.59
15606,7213,463,1,8208.79
15607,7214,139,1,7315.09
15608,7215,375,2,18846.73
15609,7215,532,1,22529.67
15610,7216,320,2,19620.85
15611,7216,525,1,23420.29
15612,7216,329,1,7269.41
15613,7216,607,2,33356.22
15614,7217,496,1,8806.43
15615,7217,211,1,31855.17
15616,7217,280,2,21343.08
15617,7217,55,2,22360.33
15618,7218,693,1,24349.02
15619,7219,487,2,23104.78
15620,7219,145,1,25822.37
15621,7220,589,2,750.03
15622,7220,591,3,9356.23
15623,7220,257,1,17943.83
15624,7220,701,1,29401.8
15625,7221,539,1,10777.33
15626,7221,150,1,21918.47
15627,7222,473,1,16918.47
15628,7222,38,1,1712.86
15629,7222,556,2,18374.17
15630,7222,226,1,39274.36
15631,7223,406,1,24371.41
15632,7224,502,3,24508.21
15633,7224,451,1,26318.56
15634,7225,550,2,1083.09
15635,7225,233,3,1801.77
15636,7225,389,1,13037.18
15637,7226,171,1,20853.05
15638,7227,742,1,34397.31
15639,7227,540,2,18274.77
15640,7228,727,2,1006.23
15641,7228,236,1,26401.32
15642,7229,329,1,7269.41
15643,7230,706,3,7055.86
15644,7230,478,2,21700.44
15645,7230,206,2,20362.93
15646,7231,58,1,37820.55
15647,7231,204,1,24415.08
15648,7232,214,1,5532.96
15649,7232,41,3,16873.53
15650,7233,440,3,5770.88
15651,7233,477,2,40255.58
15652,7233,278,1,20030.26
15653,7233,230,1,15641.94
15654,7234,141,2,7000.82
15655,7234,754,3,2508.63
15656,7235,7,1,24051.75
15657,7235,444,3,4487.21
15658,7236,524,3,37381.17
15659,7236,530,3,8320.22
15660,7236,14,2,8796.43
15661,7237,87,2,34065.41
15662,7238,459,1,11587.61
15663,7238,206,2,20362.93
15664,7239,552,2,8661.83
15665,7240,467,1,16772.25
15666,7240,562,1,7466.61
15667,7240,707,2,12013.51
15668,7240,776,2,7439.51
15669,7241,334,2,34269.53
15670,7241,328,2,30930.82
15671,7242,67,1,38490.59
15672,7242,420,2,3598.43
15673,7242,735,1,3569.31
15674,7243,122,2,14124.65
15675,7243,535,1,11776.0
15676,7243,780,1,20915.26
15677,7243,372,1,22720.53
15678,7244,511,2,43455.26
15679,7244,184,1,12801.26
15680,7245,315,3,9227.77
15681,7245,658,3,2307.45
15682,7245,504,2,25488.29
15683,7245,61,3,21778.2
15684,7246,54,2,21179.45
15685,7247,36,1,11188.55
15686,7247,651,1,12751.05
15687,7247,9,2,1499.24
15688,7248,35,3,2662.34
15689,7248,567,1,21018.55
15690,7248,202,3,10544.48
15691,7248,596,1,22069.88
15692,7249,509,2,18697.33
15693,7250,420,2,3598.43
15694,7250,267,1,25655.92
15695,7250,152,3,3145.51
15696,7250,745,2,19319.07
15697,7251,625,3,21269.95
15698,7251,549,3,6274.81
15699,7252,702,2,19997.49
15700,7253,627,3,15661.22
15701,7253,616,1,27275.52
15702,7253,190,2,30430.81
15703,7253,696,1,3491.26
15704,7254,745,1,19319.07
15705,7255,290,1,9255.24
15706,7256,501,1,1711.34
15707,7256,559,1,10387.04
15708,7257,225,1,31354.8
15709,7258,777,3,11209.22
15710,7259,530,2,8320.22
15711,7259,113,1,8218.58
15712,7260,372,2,22720.53
15713,7260,668,1,29170.28
15714,7261,70,3,31279.05
15715,7262,57,1,2469.36
15716,7262,695,1,28019.06
15717,7263,667,1,29894.3
15718,7263,124,1,22319.14
15719,7264,346,1,1878.8
15720,7264,516,1,18861.42
15721,7265,710,1,10175.06
15722,7266,100,1,2535.58
15723,7266,611,2,7040.06
15724,7267,156,2,38930.76
15725,7267,224,3,17081.82
15726,7267,764,2,435.48
15727,7268,641,1,13148.39
15728,7269,26,2,22781.95
15729,7269,612,2,22199.0
15730,7270,710,1,10175.06
15731,7270,793,2,26149.94
15732,7271,325,3,28384.76
15733,7271,513,1,25471.19
15734,7271,547,1,26289.91
15735,7271,94,1,25205.85
15736,7272,591,1,9356.23
15737,7272,634,2,25241.92
15738,7272,256,2,15046.59
15739,7273,414,1,25270.14
15740,7274,107,3,5251.61
15741,7275,52,2,4777.14
15742,7276,50,3,29364.67
15743,7277,429,2,15995.61
15744,7277,722,2,33361.16
15745,7278,586,1,14175.84
15746,7278,200,2,6165.14
15747,7279,557,1,19962.41
15748,7279,242,1,34635.54
15749,7280,451,2,26318.56
15750,7280,307,1,25667.12
15751,7281,420,2,3598.43
15752,7281,299,2,13208.46
15753,7282,731,1,29443.21
15754,7283,547,3,26289.91
15755,7284,632,3,33231.76
15756,7284,202,3,10544.48
15757,7284,721,1,14312.15
15758,7285,614,1,4659.39
15759,7286,525,1,23420.29
15760,7286,139,1,7315.09
15761,7287,786,2,5506.35
15762,7287,213,1,8836.23
15763,7288,211,1,31855.17
15764,7288,712,2,28493.58
15765,7288,641,1,13148.39
15766,7288,188,1,3263.5
15767,7289,240,1,14765.05
15768,7289,630,1,5350.53
15769,7290,533,1,2696.93
15770,7291,257,1,17943.83
15771,7291,39,1,30149.34
15772,7291,469,1,18710.6
15773,7292,563,3,16681.99
15774,7292,364,1,28059.02
15775,7292,643,1,32682.69
15776,7292,459,2,11587.61
15777,7293,348,2,22270.11
15778,7293,702,2,19997.49
15779,7294,710,3,10175.06
15780,7294,748,1,7167.11
15781,7294,294,3,8039.01
15782,7294,156,3,38930.76
15783,7295,467,1,16772.25
15784,7295,668,1,29170.28
15785,7296,538,2,15315.82
15786,7296,738,1,6664.82
15787,7296,797,2,24343.81
15788,7297,732,1,7766.13
15789,7297,771,2,22932.36
15790,7298,501,2,1711.34
15791,7298,423,3,8325.84
15792,7299,748,1,7167.11
15793,7299,79,1,13302.33
15794,7300,506,1,16600.0
15795,7300,743,2,12429.98
15796,7300,58,2,37820.55
15797,7300,456,1,28622.11
15798,7301,265,1,17961.22
15799,7302,374,2,15888.61
15800,7302,14,1,8796.43
15801,7303,366,1,1334.52
15802,7304,648,3,18876.3
15803,7304,455,2,8439.53
15804,7304,347,1,12012.2
15805,7304,418,1,20892.0
15806,7305,430,3,30535.12
15807,7305,329,1,7269.41
15808,7306,259,1,37657.53
15809,7306,21,1,31304.07
15810,7306,494,3,19418.6
15811,7306,737,2,7517.92
15812,7307,461,1,1544.05
15813,7307,10,2,40969.2
15814,7307,487,3,23104.78
15815,7307,670,1,19779.45
15816,7308,200,2,6165.14
15817,7309,155,1,9533.3
15818,7309,558,3,19265.52
15819,7309,604,2,26524.36
15820,7309,13,1,2424.94
15821,7310,78,2,20318.63
15822,7310,706,2,7055.86
15823,7310,126,2,13939.86
15824,7311,721,1,14312.15
15825,7311,746,1,32300.47
15826,7311,352,1,21293.62
15827,7311,788,3,31236.16
15828,7312,292,2,21837.74
15829,7312,57,1,2469.36
15830,7312,224,1,17081.82
15831,7313,258,2,10019.57
15832,7314,561,3,21497.82
15833,7315,197,1,40261.14
15834,7315,335,1,12273.32
15835,7315,105,2,14949.16
15836,7315,581,2,3168.29
15837,7316,27,1,10666.32
15838,7316,692,3,19116.4
15839,7317,216,2,31716.04
15840,7318,236,1,26401.32
15841,7318,335,1,12273.32
15842,7318,764,2,435.48
15843,7318,537,1,6820.2
15844,7319,516,2,18861.42
15845,7319,70,1,31279.05
15846,7319,290,1,9255.24
15847,7319,530,2,8320.22
15848,7320,500,2,11511.04
15849,7320,281,1,23251.92
15850,7321,39,2,30149.34
15851,7322,285,2,7814.13
15852,7323,544,3,13904.13
15853,7324,636,1,7373.18
15854,7325,201,3,27195.48
15855,7326,261,2,20886.66
15856,7327,204,2,24415.08
15857,7328,601,1,27199.63
15858,7329,467,3,16772.25
15859,7329,594,2,22780.24
15860,7330,750,1,5783.62
15861,7331,187,1,28755.68
15862,7332,10,1,40969.2
15863,7332,256,1,15046.59
15864,7332,153,1,31526.07
15865,7333,764,2,435.48
15866,7333,70,1,31279.05
15867,7333,569,2,32300.65
15868,7333,415,1,21062.36
15869,7334,330,1,35447.28
15870,7334,508,1,9733.31
15871,7334,164,2,14227.22
15872,7335,214,2,5532.96
15873,7335,744,3,16757.87
15874,7335,400,1,19865.0
15875,7335,581,3,3168.29
15876,7336,10,1,40969.2
15877,7336,373,1,13876.11
15878,7337,218,1,4915.59
15879,7337,43,1,35889.34
15880,7337,704,2,24778.93
15881,7337,553,3,19181.02
15882,7338,416,1,31130.12
15883,7338,367,1,4965.61
15884,7339,398,2,10295.61
15885,7340,630,2,5350.53
15886,7341,31,1,17024.91
15887,7341,670,2,19779.45
15888,7341,732,1,7766.13
15889,7342,494,3,19418.6
15890,7343,433,1,11460.95
15891,7343,115,2,5406.31
15892,7343,480,2,7250.29
15893,7344,107,1,5251.61
15894,7344,505,1,16999.23
15895,7344,520,1,3685.1
15896,7345,322,2,22673.11
15897,7346,183,1,23376.35
15898,7346,74,3,18022.52
15899,7347,94,1,25205.85
15900,7347,318,1,7725.98
15901,7348,583,2,22994.0
15902,7348,500,1,11511.04
15903,7348,620,1,325.54
15904,7349,728,1,17767.34
15905,7349,637,1,10870.4
15906,7350,350,2,18917.76
15907,7350,42,1,28177.26
15908,7351,27,2,10666.32
15909,7352,194,1,29556.65
15910,7353,658,1,2307.45
15911,7354,268,1,15171.07
15912,7355,206,2,20362.93
15913,7356,575,2,16103.8
15914,7357,541,1,9706.34
15915,7358,584,1,3914.12
15916,7359,385,1,7851.97
15917,7359,314,1,37373.84
15918,7359,225,2,31354.8
15919,7359,102,1,17801.59
15920,7360,350,1,18917.76
15921,7360,533,2,2696.93
15922,7360,220,1,14402.18
15923,7360,646,3,31953.98
15924,7361,534,3,20249.62
15925,7362,507,1,31143.12
15926,7362,631,2,6106.29
15927,7362,197,1,40261.14
15928,7363,505,1,16999.23
15929,7364,361,1,26310.5
15930,7364,63,2,10640.98
15931,7365,34,3,8807.6
15932,7365,226,1,39274.36
15933,7366,196,2,10230.86
15934,7366,438,1,14419.65
15935,7367,119,1,3460.83
15936,7368,543,3,7906.5
15937,7369,688,1,1227.32
15938,7370,304,1,19881.9
15939,7370,296,2,15885.84
15940,7371,503,1,33224.28
15941,7372,95,1,3082.09
15942,7372,569,2,32300.65
15943,7373,18,3,22764.43
15944,7373,731,1,29443.21
15945,7374,512,1,8539.58
15946,7374,238,1,22920.68
15947,7374,564,1,31747.15
15948,7375,237,1,11355.27
15949,7375,304,2,19881.9
15950,7376,132,2,35179.7
15951,7376,250,1,28298.98
15952,7377,721,1,14312.15
15953,7378,363,1,35098.89
15954,7378,321,2,31618.01
15955,7379,712,1,28493.58
15956,7379,259,1,37657.53
15957,7380,258,1,10019.57
15958,7380,255,2,29013.74
15959,7381,191,1,3269.4
15960,7382,763,3,1829.35
15961,7382,464,1,19284.52
15962,7382,673,1,35031.99
15963,7382,9,3,1499.24
15964,7383,695,1,28019.06
15965,7384,143,2,4065.82
15966,7384,63,1,10640.98
15967,7385,396,2,2406.06
15968,7386,143,1,4065.82
15969,7387,496,3,8806.43
15970,7387,482,1,14301.48
15971,7387,211,1,31855.17
15972,7387,413,1,25877.4
15973,7388,483,3,4674.37
15974,7388,165,3,36685.38
15975,7388,174,1,29206.3
15976,7388,528,3,18964.81
15977,7389,450,3,12386.24
15978,7390,777,3,11209.22
15979,7391,536,1,29842.76
15980,7392,327,3,4653.18
15981,7392,338,1,10544.43
15982,7393,25,1,17950.17
15983,7394,225,2,31354.8
15984,7395,71,2,15880.88
15985,7396,51,1,16948.17
15986,7396,250,3,28298.98
15987,7396,566,3,32913.19
15988,7396,609,1,24056.63
15989,7397,250,2,28298.98
15990,7398,532,1,22529.67
15991,7398,612,2,22199.0
15992,7398,502,3,24508.21
15993,7399,86,2,33672.38
15994,7400,776,1,7439.51
15995,7400,497,1,7262.1
15996,7401,88,1,2248.91
15997,7401,712,2,28493.58
15998,7401,509,1,18697.33
15999,7402,628,1,8210.01
16000,7402,187,1,28755.68
16001,7403,255,1,29013.74
16002,7403,407,1,17228.5
16003,7404,705,1,17877.58
16004,7405,249,3,22384.04
16005,7405,126,1,13939.86
16006,7405,546,2,3459.86
16007,7406,146,1,32336.12
16008,7406,379,2,21259.58
16009,7407,696,2,3491.26
16010,7407,551,1,6888.11
16011,7408,300,1,34565.1
16012,7408,600,1,33753.25
16013,7408,59,1,14650.92
16014,7408,605,2,4972.09
16015,7409,261,2,20886.66
16016,7409,307,1,25667.12
16017,7410,316,3,29193.15
16018,7410,346,2,1878.8
16019,7411,231,2,32537.5
16020,7411,653,1,15408.69
16021,7411,465,2,24218.86
16022,7412,414,2,25270.14
16023,7412,758,1,12212.66
16024,7413,706,1,7055.86
16025,7413,763,2,1829.35
16026,7413,471,1,9172.38
16027,7413,128,2,15313.37
16028,7414,39,2,30149.34
16029,7414,177,1,16294.89
16030,7415,268,2,15171.07
16031,7416,457,2,6904.28
16032,7417,358,1,32783.62
16033,7417,535,3,11776.0
16034,7418,710,2,10175.06
16035,7418,278,2,20030.26
16036,7419,715,3,25678.98
16037,7419,583,1,22994.0
16038,7419,395,2,15042.82
16039,7419,418,2,20892.0
16040,7420,362,2,39187.67
16041,7420,638,2,9957.62
16042,7421,635,1,12746.4
16043,7421,357,2,7581.49
16044,7422,768,2,24572.96
16045,7423,440,1,5770.88
16046,7423,352,2,21293.62
16047,7424,415,1,21062.36
16048,7425,273,2,24639.81
16049,7425,444,1,4487.21
16050,7425,493,1,9255.9
16051,7425,481,2,5874.87
16052,7426,56,2,35478.79
16053,7426,155,2,9533.3
16054,7426,641,3,13148.39
16055,7426,475,1,7735.77
16056,7427,234,1,8019.56
16057,7428,84,1,13747.78
16058,7428,307,1,25667.12
16059,7429,25,2,17950.17
16060,7429,395,1,15042.82
16061,7429,506,2,16600.0
16062,7430,466,3,6763.82
16063,7431,343,1,23179.37
16064,7432,520,1,3685.1
16065,7433,366,1,1334.52
16066,7434,491,2,1623.48
16067,7434,434,2,15882.06
16068,7434,741,2,11228.02
16069,7434,423,3,8325.84
16070,7435,297,1,27331.98
16071,7435,362,1,39187.67
16072,7436,126,1,13939.86
16073,7437,198,1,14919.54
16074,7438,661,1,28408.68
16075,7439,277,1,5596.34
16076,7440,492,2,19604.82
16077,7440,583,2,22994.0
16078,7441,59,2,14650.92
16079,7442,74,1,18022.52
16080,7442,159,2,10189.95
16081,7443,765,2,14159.76
16082,7443,410,3,11448.51
16083,7444,700,2,3491.06
16084,7444,561,1,21497.82
16085,7445,34,1,8807.6
16086,7445,197,1,40261.14
16087,7446,76,1,33255.54
16088,7446,37,1,22593.41
16089,7447,199,3,32068.46
16090,7447,352,3,21293.62
16091,7448,335,2,12273.32
16092,7448,419,2,15537.81
16093,7448,39,1,30149.34
16094,7448,522,2,17806.83
16095,7449,320,1,19620.85
16096,7449,109,1,16942.36
16097,7449,614,2,4659.39
16098,7450,508,1,9733.31
16099,7450,594,1,22780.24
16100,7451,493,3,9255.9
16101,7451,426,2,20723.18
16102,7452,385,3,7851.97
16103,7452,130,1,24864.8
16104,7453,784,2,11310.56
16105,7453,569,1,32300.65
16106,7454,390,2,22539.93
16107,7454,634,3,25241.92
16108,7454,786,1,5506.35
16109,7455,394,3,23025.7
16110,7455,711,1,11351.49
16111,7455,466,2,6763.82
16112,7456,534,2,20249.62
16113,7456,34,1,8807.6
16114,7456,749,3,8933.76
16115,7457,122,2,14124.65
16116,7458,767,2,10374.18
16117,7458,276,1,7206.61
16118,7459,96,3,1132.88
16119,7459,518,3,26346.11
16120,7459,292,2,21837.74
16121,7459,143,1,4065.82
16122,7460,375,2,18846.73
16123,7461,791,2,20927.52
16124,7461,567,1,21018.55
16125,7462,178,2,25526.06
16126,7462,744,1,16757.87
16127,7463,447,3,33760.2
16128,7464,5,1,12540.07
16129,7464,634,3,25241.92
16130,7465,101,2,28932.56
16131,7465,97,3,15554.99
16132,7466,62,2,1478.93
16133,7466,386,1,986.22
16134,7466,664,3,28705.16
16135,7466,587,1,26649.84
16136,7467,710,2,10175.06
16137,7467,246,3,6406.88
16138,7468,750,1,5783.62
16139,7468,489,1,10554.52
16140,7468,220,1,14402.18
16141,7469,174,1,29206.3
16142,7469,183,2,23376.35
16143,7470,694,2,300.21
16144,7470,642,1,34837.83
16145,7470,98,2,24110.02
16146,7470,634,2,25241.92
16147,7471,17,3,21319.44
16148,7471,621,1,23474.1
